timestamp,network_mode,state,duplex_mode,cell_id,rsrp,rsrq,sinr,tx_power,max_neighbor_rsrp,max_neighbor_rsrq,max_neighbor_sinr,avg_neighbor_rsrp,avg_neighbor_rsrq,avg_neighbor_sinr,bandwidth,cell_changed,rssi,band,mcs,ul_bandwidth,ul_throughput,raw_ul_throughput,rtt,retry,cwnd,loss_rate
1743478796.0535152,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-4,3,21,-91,-6,3,-96,-11,1,100,1,-73,NR N78,22,nan,nan,nan,nan,nan,nan,nan
1743478797.1518152,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-3,3,20,-91,-6,3,-96,-11,1,100,0,-72,NR N78,12,nan,nan,nan,nan,nan,nan,nan
1743478798.2397213,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-3,3,20,-91,-6,3,-96,-11,0,100,0,-72,NR N78,12,23660.0,2.82,2879,nan,0,248.0,0.0000
1743478799.359615,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-3,3,21,-91,-6,3,-96,-11,0,100,0,-71,NR N78,6,25719.0,3.07,3129,nan,0,390.0,0.0000
1743478800.461707,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-3,3,21,-91,-6,3,-96,-11,0,100,0,-71,NR N78,6,26745.0,3.19,3254,nan,0,545.0,0.0000
1743478801.509801,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-3,3,21,-91,-6,2,-96,-11,0,100,0,-72,NR N78,7,29318.0,3.5,3567,nan,0,705.0,0.0000
1743478802.590461,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-4,3,21,-91,-5,2,-96,-11,0,100,0,-72,NR N78,8,29837.0,3.56,3630,nan,0,851.0,0.0000
1743478803.7002616,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-3,3,21,-91,-5,2,-96,-11,0,100,0,-72,NR N78,8,26225.0,3.13,3191,nan,0,1005.0,0.0000
1743478804.8181665,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-4,3,21,-91,-5,2,-96,-10,0,100,0,-72,NR N78,8,20064.0,2.39,2441,nan,0,1.09,0.0000
1743478805.95584,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-4,3,21,-91,-5,3,-96,-11,0,100,0,-71,NR N78,8,20969.0,2.5,2551,nan,0,1.23,0.0000
1743478807.0737455,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-4,2,21,-91,-6,3,-96,-11,0,100,0,-71,NR N78,8,20970.0,2.5,2551,nan,0,1.32,0.0000
1743478808.16834,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-4,2,21,-91,-6,3,-96,-11,0,100,0,-72,NR N78,8,20975.0,2.5,2552,nan,0,1.44,0.0000
1743478809.240052,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-4,3,21,-91,-6,3,-96,-11,0,100,0,-71,NR N78,7,31461.0,3.75,3828,nan,0,1.8,0.0000
1743478810.303706,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-4,3,21,-91,-5,3,-96,-10,0,100,0,-71,NR N78,7,20970.0,2.5,2551,nan,0,1.93,0.0000
1743478811.4172661,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-4,3,21,-91,-6,3,-96,-11,1,100,0,-71,NR N78,9,20969.0,2.5,2551,nan,0,2.1,0.0000
1743478812.5077384,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-4,3,21,-91,-6,3,-96,-11,0,100,0,-71,NR N78,9,31459.0,3.75,3828,nan,0,2.26,0.0000
1743478813.5908997,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-5,3,21,-91,-6,3,-96,-11,0,100,0,-73,NR N78,8,31456.0,3.75,3827,nan,0,2.44,0.0000
1743478814.6495414,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-4,3,21,-91,-6,3,-96,-11,0,100,0,-72,NR N78,8,20970.0,2.5,2551,nan,0,2.74,0.0000
1743478815.7374725,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-5,3,21,-91,-6,3,-96,-11,0,100,0,-71,NR N78,8,20968.0,2.5,2551,nan,0,3.1,0.0000
1743478816.8307843,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-5,3,21,-91,-6,3,-96,-11,0,100,0,-71,NR N78,8,20971.0,2.5,2551,nan,0,3.58,0.0000
1743478817.9052112,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-5,3,21,-91,-6,3,-96,-11,0,100,0,-72,NR N78,8,41959.0,5.0,5105,nan,0,3.61,0.0000
1743478819.0037181,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-5,3,21,-91,-6,3,-96,-11,1,100,0,-72,NR N78,7,31457.0,3.75,3827,nan,0,3.61,0.0000
1743478820.0757983,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-4,3,21,-91,-6,3,-96,-11,1,100,0,-71,NR N78,7,20967.0,2.5,2551,nan,0,3.61,0.0000
1743478821.1639748,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-3,4,21,-91,-6,3,-96,-11,1,100,0,-72,NR N78,8,20972.0,2.5,2552,nan,0,3.61,0.0000
1743478822.2569034,NR5G-SA,CONNECT,TDD,CFE63D100,-89,-3,4,21,-91,-5,3,-96,-11,0,100,0,-72,NR N78,8,31461.0,3.75,3828,nan,0,3.61,0.0000
1743478823.3471165,NR5G-SA,CONNECT,TDD,CFE63D100,-89,-3,4,21,-91,-5,3,-96,-11,1,100,0,-73,NR N78,7,31457.0,3.75,3827,nan,0,3.61,0.0000
1743478824.4531898,NR5G-SA,CONNECT,TDD,CFE63D100,-89,-3,4,21,-91,-5,3,-96,-11,0,100,0,-72,NR N78,7,31455.0,3.75,3827,nan,0,3.61,0.0000
1743478825.5185094,NR5G-SA,CONNECT,TDD,CFE63D100,-89,-3,4,21,-91,-5,2,-96,-10,0,100,0,-73,NR N78,8,31461.0,3.75,3828,nan,0,3.61,0.0000
1743478826.6152813,NR5G-SA,CONNECT,TDD,CFE63D100,-89,-3,4,21,-91,-5,2,-96,-10,0,100,0,-72,NR N78,7,31452.0,3.75,3827,nan,0,3.61,0.0000
1743478827.7279096,NR5G-SA,CONNECT,TDD,CFE63D100,-89,-3,4,21,-90,-5,2,-96,-10,0,100,0,-72,NR N78,7,31458.0,3.75,3827,nan,0,3.61,0.0000
1743478828.8015277,NR5G-SA,CONNECT,TDD,CFE63D100,-89,-3,4,21,-90,-5,2,-95,-10,0,100,0,-73,NR N78,7,31461.0,3.75,3828,nan,0,3.61,0.0000
1743478829.8895152,NR5G-SA,CONNECT,TDD,CFE63D100,-89,-3,3,21,-91,-5,3,-96,-10,0,100,0,-72,NR N78,7,20969.0,2.5,2551,nan,0,3.61,0.0000
1743479006.2274992,NR5G-SA,NOCONN,TDD,CFE63D100,-89,-4,4,20,-90,-6,2,-95,-11,0,100,1,-72,NR N78,18,nan,nan,nan,nan,nan,nan,nan
1743479007.3457828,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-5,2,20,-93,-8,1,-97,-11,0,100,0,-73,NR N78,18,nan,nan,nan,nan,nan,nan,nan
1743479008.4426038,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-93,-7,1,-97,-11,0,100,0,-71,NR N78,5,7901.0,965.0,961,nan,0,94.9,0.0000
1743479009.5703006,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-6,0,21,-92,-7,2,-96,-11,0,100,0,-70,NR N78,5,12345.0,1.47,1502,nan,0,203.0,0.0000
1743479010.6822536,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-6,0,21,-92,-7,2,-96,-11,0,100,0,-72,NR N78,6,11831.0,1.41,1439,nan,0,265.0,0.0000
1743479011.7872398,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-6,1,21,-92,-7,2,-96,-11,0,100,0,-71,NR N78,6,11829.0,1.41,1439,nan,0,341.0,0.0000
1743479012.8940551,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-6,0,21,-92,-7,2,-96,-11,0,100,0,-72,NR N78,8,19036.0,2.27,2316,nan,0,433.0,0.0000
1743479013.9782214,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-6,1,21,-92,-6,2,-96,-11,0,100,0,-71,NR N78,8,19030.0,2.27,2315,nan,0,545.0,0.0000
1743479015.0911639,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-6,1,21,-92,-7,2,-96,-11,-1,100,0,-71,NR N78,8,29831.0,3.56,3629,nan,0,716.0,0.0000
1743479016.197413,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-6,0,21,-92,-7,2,-96,-11,-1,100,0,-72,NR N78,7,22112.0,2.64,2690,nan,0,830.0,0.0000
1743479017.3233984,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,0,21,-92,-7,1,-96,-11,-1,100,0,-72,NR N78,7,24696.0,2.94,3005,nan,0,942.0,0.0000
1743479018.4243743,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,0,21,-93,-7,2,-97,-11,0,100,0,-72,NR N78,6,29324.0,3.5,3568,nan,0,1.07,0.0000
1743479019.5560117,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,0,21,-92,-7,2,-96,-11,0,100,0,-72,NR N78,6,31464.0,3.75,3828,nan,0,1.38,0.0000
1743479020.6442435,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,0,21,-92,-7,2,-97,-11,0,100,0,-72,NR N78,7,31460.0,3.75,3828,nan,0,1.56,0.0000
1743479021.7250237,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,0,21,-92,-7,2,-96,-11,0,100,0,-72,NR N78,7,20967.0,2.5,2551,nan,0,1.72,0.0000
1743479022.8216558,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-92,-7,2,-96,-11,0,100,0,-71,NR N78,7,31461.0,3.75,3828,nan,0,1.93,0.0000
1743479023.8888838,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-5,1,21,-93,-7,1,-97,-11,-1,100,0,-71,NR N78,7,31459.0,3.75,3828,nan,0,2.29,0.0000
1743479025.027241,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-5,1,22,-93,-8,1,-97,-12,-1,100,0,-71,NR N78,7,20964.0,2.5,2551,nan,0,2.65,0.0000
1743479026.1229799,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-4,2,22,-93,-8,0,-97,-12,-1,100,0,-72,NR N78,7,31462.0,3.75,3828,nan,0,3.12,0.0000
1743479027.2024057,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,2,21,-93,-8,0,-97,-12,-1,100,0,-73,NR N78,6,31459.0,3.75,3828,nan,0,3.26,0.0000
1743479028.3007987,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-93,-8,1,-97,-12,-1,100,0,-71,NR N78,6,31457.0,3.75,3827,nan,0,3.26,0.0000
1743479029.3977425,NR5G-SA,CONNECT,TDD,CFE63D100,-92,-5,0,21,-93,-8,2,-97,-11,0,100,0,-71,NR N78,6,20975.0,2.5,2552,nan,0,3.26,0.0000
1743479030.4333177,NR5G-SA,CONNECT,TDD,CFE63D100,-92,-5,0,21,-93,-7,2,-97,-11,0,100,0,-72,NR N78,6,20970.0,2.5,2551,nan,0,3.26,0.0000
1743479031.5320997,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-6,0,21,-93,-8,1,-97,-11,-1,100,0,-71,NR N78,6,20965.0,2.5,2551,nan,0,3.26,0.0000
1743479032.6403835,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-93,-8,2,-96,-11,0,100,0,-72,NR N78,7,20973.0,2.5,2552,nan,0,3.26,0.0000
1743479033.7473707,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-93,-8,1,-96,-12,-1,100,0,-72,NR N78,7,20973.0,2.5,2552,nan,0,3.26,0.0000
1743479034.8474934,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-93,-8,2,-97,-11,0,100,0,-71,NR N78,8,10482.0,1.25,1275,nan,0,3.26,0.0000
1743479035.8908677,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-76,-2,2,-88,-10,0,100,0,-73,NR N78,8,20983.0,2.5,2553,nan,0,3.26,0.0000
1743479036.9426813,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-76,-2,2,-88,-11,0,100,0,-71,NR N78,7,31461.0,3.75,3828,nan,0,3.26,0.0000
1743479038.0523093,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-76,-2,2,-89,-11,0,100,0,-72,NR N78,7,20966.0,2.5,2551,nan,0,3.26,0.0000
1743479039.152599,NR5G-SA,CONNECT,TDD,CFE63D100,-90,-4,1,21,-76,-2,2,-88,-10,0,100,0,-72,NR N78,6,20969.0,2.5,2551,nan,0,3.26,0.0000
1743479040.2480853,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-76,-1,2,-89,-11,0,100,0,-72,NR N78,7,31461.0,3.75,3828,nan,0,3.26,0.0000
1743479041.343839,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-94,-8,1,-98,-11,-1,100,0,-73,NR N78,7,31462.0,3.75,3828,nan,0,3.26,0.0000
1743479042.4387178,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-94,-8,1,-98,-12,-1,100,0,-73,NR N78,7,10479.0,1.25,1275,nan,0,3.26,0.0000
1743479043.5130703,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-94,-8,1,-98,-12,-1,100,0,-73,NR N78,7,20970.0,2.5,2551,nan,0,3.26,0.0000
1743479044.6238577,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-94,-8,1,-98,-11,-1,100,0,-73,NR N78,7,31459.0,3.75,3828,nan,0,3.26,0.0000
1743479045.7219992,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-94,-8,1,-98,-12,-1,100,0,-73,NR N78,7,31465.0,3.75,3828,nan,0,3.26,0.0000
1743479046.8249981,NR5G-SA,CONNECT,TDD,CFE63D100,-92,-5,1,21,-94,-8,1,-98,-12,-1,100,0,-73,NR N78,7,20968.0,2.5,2551,nan,0,3.26,0.0000
1743479047.9527574,NR5G-SA,CONNECT,TDD,CFE63D100,-92,-5,1,21,-94,-8,1,-98,-11,-1,100,0,-73,NR N78,7,20969.0,2.5,2551,nan,0,3.26,0.0000
1743479049.0526755,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,1,21,-94,-8,1,-98,-12,-1,100,0,-73,NR N78,6,20975.0,2.5,2552,nan,0,3.26,0.0000
1743479050.1508765,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,2,21,-94,-8,1,-98,-11,-1,100,0,-72,NR N78,6,31461.0,3.75,3828,nan,0,3.26,0.0000
1743479051.2451181,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,2,21,-95,-8,1,-98,-12,-1,100,0,-73,NR N78,7,31455.0,3.75,3827,nan,0,3.26,0.0000
1743479052.338683,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-4,2,21,-94,-8,1,-98,-12,-1,100,0,-73,NR N78,8,31457.0,3.75,3827,nan,0,3.26,0.0000
1743479053.4309795,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,2,21,-94,-8,1,-98,-12,-1,100,0,-73,NR N78,8,31458.0,3.75,3827,nan,0,3.26,0.0000
1743479054.4691412,NR5G-SA,CONNECT,TDD,CFE63D100,-91,-5,2,21,-94,-8,1,-98,-12,-1,100,0,-72,NR N78,8,31457.0,3.75,3827,nan,0,3.26,0.0000
