timestamp,network_mode,state,duplex_mode,cell_id,rsrp,rsrq,sinr,tx_power,max_neighbor_rsrp,max_neighbor_rsrq,max_neighbor_sinr,avg_neighbor_rsrp,avg_neighbor_rsrq,avg_neighbor_sinr,bandwidth,cell_changed,rssi,band,mcs,ul_bandwidth,ul_throughput,rtt,retry,cwnd,loss_rate
1743334188.1373675,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,5,20,-76,-3,1,-76,-3,1,100,1,-62,NR N78,20,52.4,6.25,nan,0,3.16,0.0000
1743334189.2416005,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,20,-77,-3,2,-77,-3,2,100,0,-61,NR N78,14,31.5,3.75,nan,0,3.16,0.0000
1743334190.3423777,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,20,-77,-4,1,-100,-13,1,100,0,-61,NR N78,14,31.5,3.75,nan,0,3.16,0.0000
1743334191.4359465,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,7,21,-77,-2,7,-99,-10,2,100,0,-61,NR N78,9,21.0,2.5,nan,0,3.16,0.0000
1743334192.5526948,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,7,21,-76,-2,7,-99,-9,2,100,0,-60,NR N78,9,21.0,2.5,nan,0,3.16,0.0000
1743334193.6408014,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,7,21,-76,-3,4,-99,-12,-1,100,0,-61,NR N78,8,21.0,2.5,nan,0,3.16,0.0000
1743334194.7389076,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,7,21,-76,-2,5,-104,-13,-1,100,0,-61,NR N78,8,10.5,1.25,nan,0,3.16,0.0000
1743334195.7874866,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,7,21,-76,-2,5,-102,-13,0,100,0,-60,NR N78,9,31.5,3.75,nan,0,3.16,0.0000
1743334196.8647466,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,21,-76,-2,8,-103,-13,-1,100,0,-60,NR N78,9,31.5,3.75,nan,0,3.16,0.0000
1743334197.9535842,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,21,-76,-2,10,-100,-12,0,100,0,-61,NR N78,12,31.5,3.75,nan,0,3.16,0.0000
1743334199.0722167,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,21,-76,-2,10,-102,-13,0,100,0,-61,NR N78,12,31.5,3.75,nan,0,3.16,0.0000
1743334200.1598577,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,21,-75,-3,8,-102,-13,0,100,0,-59,NR N78,13,31.5,3.75,nan,0,3.16,0.0000
1743334201.219963,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,21,-75,-3,10,-102,-12,0,100,0,-61,NR N78,13,31.5,3.75,nan,0,3.16,0.0000
1743334202.2595577,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,7,21,-77,-3,10,-101,-10,1,100,0,-62,NR N78,13,42.0,5.0,nan,0,3.16,0.0000
1743334203.3666852,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,7,21,-76,-3,9,-97,-9,1,100,0,-61,NR N78,15,31.4,3.75,nan,0,3.16,0.0000
1743334204.4731722,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,7,21,-76,-3,8,-103,-11,0,100,0,-61,NR N78,15,42.0,5.0,nan,0,3.16,0.0000
1743334205.5801272,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,21,-76,-3,8,-102,-11,0,100,0,-60,NR N78,16,31.4,3.75,nan,0,3.16,0.0000
1743334206.6560996,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,21,-76,-4,4,-103,-13,-2,100,0,-61,NR N78,16,41.9,5.0,nan,0,3.16,0.0000
1743334207.7427974,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,20,-76,-4,3,-104,-13,-2,100,0,-61,NR N78,16,31.5,3.75,nan,0,3.16,0.0000
1743334208.8566785,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,20,-77,-3,9,-104,-12,0,100,0,-61,NR N78,16,31.5,3.75,nan,0,3.16,0.0000
1743334209.9016216,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,20,-77,-4,7,-103,-13,-1,100,0,-62,NR N78,13,42.0,5.0,nan,0,3.16,0.0000
1743334210.9512322,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,20,-77,-4,7,-102,-14,-2,100,0,-62,NR N78,13,41.9,5.0,nan,0,3.16,0.0000
1743334211.993616,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,20,-78,-4,6,-102,-12,0,100,0,-62,NR N78,16,41.9,5.0,nan,0,3.16,0.0000
1743334213.054916,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,20,-78,-2,12,-101,-12,0,100,0,-61,NR N78,16,41.9,5.0,nan,0,3.16,0.0000
1743334214.104406,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,7,21,-77,-2,12,-102,-11,1,100,0,-62,NR N78,16,31.4,3.75,nan,0,3.16,0.0000
1743334215.1640518,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,7,21,-76,-5,6,-101,-14,-1,100,0,-61,NR N78,15,42.0,5.0,nan,0,3.16,0.0000
1743334216.2588577,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,7,21,-76,-3,6,-101,-14,-1,100,0,-61,NR N78,15,21.0,2.5,nan,0,3.16,0.0000
1743334217.3472404,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,7,21,-76,-3,6,-100,-12,0,100,0,-61,NR N78,15,41.9,5.0,nan,0,3.16,0.0000
1743334218.4475698,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,8,21,-76,-2,12,-99,-10,1,100,0,-61,NR N78,15,41.9,5.0,nan,0,3.16,0.0000
1743334219.559804,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,8,21,-77,-2,12,-105,-12,0,100,0,-61,NR N78,15,31.4,3.75,nan,0,3.16,0.0000
1743334220.6700556,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,8,21,-77,-2,12,-101,-12,-1,100,0,-61,NR N78,15,41.9,5.0,nan,0,3.16,0.0000
1743334221.733534,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,7,21,-77,-2,11,-103,-12,0,100,0,-61,NR N78,16,31.5,3.75,nan,0,3.16,0.0000
1743334222.8597417,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,7,21,-77,-2,11,-104,-11,0,100,0,-61,NR N78,16,41.9,5.0,nan,0,3.16,0.0000
1743334223.9219804,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,7,21,-77,-4,1,-106,-13,-1,100,0,-61,NR N78,15,31.5,3.75,nan,0,3.16,0.0000
1743334224.9754348,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,7,21,-77,-2,10,-103,-12,-1,100,0,-61,NR N78,15,31.5,3.75,nan,0,3.16,0.0000
1743334226.0631168,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,8,20,-78,-2,10,-104,-13,-1,100,0,-60,NR N78,15,41.9,5.0,nan,0,3.16,0.0000
1743334227.2016222,NR5G-SA,CONNECT,TDD,CFE10C08F,-75,-1,8,20,-78,-2,14,-104,-11,0,100,0,-60,NR N78,16,41.9,5.0,nan,0,3.16,0.0000
1743334228.2506516,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,8,20,-78,-1,15,-101,-10,1,100,0,-61,NR N78,16,31.5,3.75,nan,0,3.16,0.0000
1743334229.352584,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,8,20,-78,-1,15,-103,-11,1,100,0,-62,NR N78,14,31.5,3.75,nan,0,3.16,0.0000
1743334230.47308,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,8,20,-78,-1,13,-102,-12,0,100,0,-61,NR N78,14,31.5,3.75,nan,0,3.16,0.0000
1743334231.531524,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,8,20,-79,-2,13,-104,-12,0,100,0,-62,NR N78,13,21.0,2.5,nan,0,3.16,0.0000
1743334232.595437,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,8,20,-79,-2,13,-102,-11,0,100,0,-61,NR N78,13,31.5,3.75,nan,0,3.16,0.0000
1743334233.6777627,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,8,20,-79,-2,13,-107,-22,-1,100,0,-61,NR N78,12,31.5,3.75,nan,0,3.16,0.0000
1743334234.7968113,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,8,20,-78,-2,9,-109,-21,-2,100,0,-62,NR N78,12,31.5,3.75,nan,0,3.16,0.0000
1743334235.8865674,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,7,21,-78,-3,9,-106,-13,0,100,0,-61,NR N78,12,31.5,3.75,nan,0,3.16,0.0000
1743334236.9430208,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,7,21,-78,-3,8,-104,-11,0,100,0,-61,NR N78,12,31.5,3.75,nan,0,3.16,0.0000
1743334238.0594807,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,21,-78,-3,8,-102,-12,-1,100,0,-61,NR N78,13,31.5,3.75,nan,0,3.16,0.0000
1743334239.159059,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,21,-79,-2,14,-102,-10,0,100,0,-61,NR N78,14,31.4,3.75,nan,0,3.16,0.0000
1743334240.2278829,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,6,21,-78,-2,9,-101,-10,0,100,0,-61,NR N78,14,21.0,2.5,nan,0,3.16,0.0000
1743334241.3428528,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,7,21,-76,-2,9,-104,-12,0,100,0,-61,NR N78,12,31.5,3.75,nan,0,3.16,0.0000
1743334242.4633422,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,8,21,-76,-2,12,-105,-12,0,100,0,-61,NR N78,12,21.0,2.5,nan,0,3.16,0.0000
1743334243.5665116,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,8,21,-76,-3,9,-106,-12,0,100,0,-61,NR N78,11,31.5,3.75,nan,0,3.16,0.0000
1743334244.6507602,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,9,21,-76,-3,9,-103,-12,0,100,0,-60,NR N78,11,21.0,2.5,nan,0,3.16,0.0000
1743334245.7671728,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,9,21,-76,-2,12,-104,-12,0,100,0,-61,NR N78,11,31.5,3.75,nan,0,3.16,0.0000
1743334246.82212,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,10,21,-76,-2,11,-107,-13,0,100,0,-60,NR N78,11,21.0,2.5,nan,0,3.16,0.0000
1743334247.9359543,NR5G-SA,CONNECT,TDD,CFE10C08F,-75,-1,11,21,-76,-2,11,-102,-11,0,100,0,-61,NR N78,11,31.5,3.75,nan,0,3.16,0.0000
1743334345.622393,NR5G-SA,NOCONN,TDD,DE3B0B093,-76,-11,6,0,0,0,0,0,0,0,100,1,-52,NR N78,0,nan,nan,nan,nan,nan,nan
1743334346.7156181,NR5G-SA,CONNECT,TDD,DE3B0B093,-76,-10,6,0,0,0,0,0,0,0,20,0,-60,NR N78,0,nan,nan,nan,nan,nan,nan
1743334347.839656,NR5G-SA,CONNECT,TDD,CFE10C08F,-75,-6,6,0,0,0,0,0,0,0,20,1,-60,NR N78,0,45.3,5.4,nan,0,617.0,0.0000
1743334348.9138982,NR5G-SA,CONNECT,TDD,CFE10C08F,-75,-4,7,0,-76,-3,3,-84,-7,3,20,0,-62,NR N78,0,35.0,4.17,nan,0,842.0,0.0000
1743334349.96976,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-3,7,20,-77,-2,10,-98,-10,6,100,0,-63,NR N78,15,44.8,5.33,nan,0,1.04,0.0000
1743334351.0321994,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,8,20,-77,-2,10,-103,-24,0,100,0,-61,NR N78,15,41.7,4.98,nan,0,1.27,0.0000
1743334352.1193964,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,8,20,-77,-3,3,-102,-12,-1,100,0,-60,NR N78,13,31.5,3.75,nan,0,1.48,0.0000
1743334353.2328792,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-1,8,20,-77,-3,3,-104,-14,-1,100,0,-62,NR N78,15,41.9,5.0,nan,0,1.71,0.0000
1743334354.3116353,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,8,20,-77,-3,10,-103,-13,0,100,0,-61,NR N78,15,41.9,5.0,nan,0,1.95,0.0000
1743334355.4152977,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-1,9,21,-78,-2,1,-98,-11,-1,100,0,-61,NR N78,18,31.5,3.75,nan,0,2.18,0.0000
1743334356.4924247,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,8,21,-73,-1,2,-93,-11,-1,100,0,-62,NR N78,18,52.4,6.25,nan,0,2.46,0.0000
1743334357.6090307,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,8,21,-78,-3,3,-104,-14,-3,100,0,-63,NR N78,18,41.9,5.0,nan,0,2.72,0.0000
1743334358.729725,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,8,21,-78,-3,9,-103,-12,-2,100,0,-62,NR N78,18,41.9,5.0,nan,0,2.97,0.0000
1743334359.792843,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-1,9,21,-78,-3,9,-103,-12,-2,100,0,-63,NR N78,17,41.9,5.0,nan,0,3.12,0.0000
1743334360.8391027,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-1,9,21,-77,-3,5,-102,-13,-2,100,0,-62,NR N78,17,41.9,5.0,nan,0,3.12,0.0000
1743334361.907021,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,10,21,-77,-3,9,-104,-13,-1,100,0,-60,NR N78,15,31.5,3.75,nan,0,3.12,0.0000
1743334362.986234,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,9,21,-78,-3,9,-102,-13,-1,100,0,-62,NR N78,15,31.5,3.75,nan,0,3.12,0.0000
1743334364.040083,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-3,9,21,-78,-3,7,-105,-14,-1,100,0,-55,NR N78,13,31.5,3.75,nan,0,3.12,0.0000
1743334365.1372402,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,10,21,-78,-2,11,-103,-12,0,100,0,-61,NR N78,13,31.5,3.75,nan,0,3.12,0.0000
1743334366.182636,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,9,21,-78,-2,11,-102,-11,0,100,0,-62,NR N78,13,31.5,3.75,nan,0,3.12,0.0000
1743334367.2198362,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,8,21,-79,-3,8,-103,-10,1,100,0,-62,NR N78,13,31.5,3.75,nan,0,3.12,0.0000
1743334368.30227,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,8,21,-79,-4,8,-103,-11,0,100,0,-59,NR N78,13,31.5,3.75,nan,0,3.12,0.0000
1743334369.3459873,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,9,21,-79,-4,6,-103,-10,0,100,0,-63,NR N78,13,21.0,2.5,nan,0,3.12,0.0000
1743334370.4593823,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,9,21,-78,-3,10,-105,-13,0,100,0,-62,NR N78,13,42.0,5.0,nan,0,3.12,0.0000
1743334371.5092962,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,9,21,-78,-3,10,-103,-11,0,100,0,-61,NR N78,14,31.5,3.75,nan,0,3.12,0.0000
1743334372.5579484,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,9,21,-78,-3,8,-103,-11,2,100,0,-63,NR N78,14,31.5,3.75,nan,0,3.12,0.0000
1743334373.6805534,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-1,8,21,-78,-3,9,-107,-11,1,100,0,-62,NR N78,15,42.0,5.0,nan,0,3.12,0.0000
1743334374.7531738,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,8,21,-78,-4,9,-106,-12,0,100,0,-59,NR N78,15,31.5,3.75,nan,0,3.12,0.0000
1743334375.842504,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,7,21,-78,-2,12,-103,-10,1,100,0,-63,NR N78,15,31.5,3.75,nan,0,3.12,0.0000
1743334376.928527,NR5G-SA,CONNECT,TDD,CFE10C08F,-78,-2,6,21,-77,-3,7,-101,-9,1,100,0,-62,NR N78,15,31.5,3.75,nan,0,3.12,0.0000
1743334378.0077066,NR5G-SA,CONNECT,TDD,CFE10C08F,-78,-2,6,21,-77,-3,7,-107,-13,0,100,0,-61,NR N78,14,31.5,3.75,nan,0,3.12,0.0000
1743334379.1080306,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,7,21,-78,-2,11,-102,-11,0,100,0,-63,NR N78,14,42.0,5.0,nan,0,3.12,0.0000
1743334380.1991787,NR5G-SA,CONNECT,TDD,CFE10C08F,-78,-2,7,21,-78,-3,9,-104,-11,1,100,0,-63,NR N78,14,41.9,5.0,nan,0,3.12,0.0000
1743334381.2827685,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,8,21,-78,-3,9,-103,-11,1,100,0,-60,NR N78,18,52.4,6.25,nan,0,3.12,0.0000
1743334382.3393383,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,8,21,-79,-1,13,-104,-11,0,100,0,-61,NR N78,18,41.9,5.0,nan,0,3.12,0.0000
1743334383.4336195,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-3,8,21,-79,-1,13,-100,-10,1,100,0,-61,NR N78,19,42.0,5.0,nan,0,3.12,0.0000
1743334384.5340075,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,8,21,-79,-3,9,-102,-11,1,100,0,-63,NR N78,19,41.9,5.0,nan,0,3.12,0.0000
1743334385.594983,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,8,21,-79,-2,9,-103,-11,0,100,0,-63,NR N78,15,21.0,2.5,nan,0,3.12,0.0000
1743334386.6846752,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,9,21,-78,-2,9,-104,-12,0,100,0,-62,NR N78,15,41.9,5.0,nan,0,3.12,0.0000
1743334387.7693737,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-1,8,21,-79,-3,8,-103,-11,1,100,0,-63,NR N78,15,42.0,5.0,nan,0,3.12,0.0000
1743334388.819971,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-1,9,21,-78,-2,10,-104,-12,0,100,0,-61,NR N78,15,52.4,6.25,nan,0,3.12,0.0000
1743334389.8947244,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-1,9,21,-79,-2,10,-98,-10,0,100,0,-62,NR N78,16,31.5,3.75,nan,0,3.12,0.0000
1743334390.973696,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-1,9,21,-79,-3,7,-97,-9,0,100,0,-63,NR N78,16,41.9,5.0,nan,0,3.12,0.0000
1743334392.0533197,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-1,9,21,-79,-2,11,-101,-9,1,100,0,-61,NR N78,15,41.9,5.0,nan,0,3.12,0.0000
1743334393.143729,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-1,9,21,-79,-2,11,-102,-11,-1,100,0,-63,NR N78,18,52.4,6.25,nan,0,3.12,0.0000
1743334394.2057636,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-2,9,21,-79,-3,10,-105,-12,-2,100,0,-62,NR N78,18,52.4,6.25,nan,0,3.12,0.0000
1743334395.3136785,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-1,9,21,-78,-3,9,-106,-12,0,100,0,-63,NR N78,18,41.9,5.0,nan,0,3.12,0.0000
1743334396.3610466,NR5G-SA,CONNECT,TDD,CFE10C08F,-78,-2,7,21,-78,-3,9,-100,-9,1,100,0,-63,NR N78,18,52.4,6.25,nan,0,3.12,0.0000
1743334397.4960623,NR5G-SA,CONNECT,TDD,CFE10C08F,-77,-1,8,21,-78,-4,7,-104,-12,1,100,0,-61,NR N78,15,42.0,5.0,nan,0,3.12,0.0000
1743334398.5637038,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,8,21,-78,-3,7,-105,-13,0,100,0,-59,NR N78,15,21.0,2.5,nan,0,3.12,0.0000
1743334399.639039,NR5G-SA,CONNECT,TDD,CFE10C08F,-76,-2,9,21,-78,-3,4,-109,-23,-3,100,0,-61,NR N78,11,21.0,2.5,nan,0,3.12,0.0000
