timestamp,network_mode,state,duplex_mode,cell_id,rsrp,rsrq,sinr,tx_power,max_neighbor_rsrp,max_neighbor_rsrq,max_neighbor_sinr,avg_neighbor_rsrp,avg_neighbor_rsrq,avg_neighbor_sinr,bandwidth,cell_changed,rssi,band,mcs,ul_bandwidth,ul_throughput,raw_ul_throughput,rtt,retry,cwnd,loss_rate
1743592739.6543715,NR5G-SA,CONNECT,TDD,CFE005085,-88,-3,13,20,0,0,0,0,0,0,100,1,-69,NR N78,23,65023.0,7.75,7911,nan,0,492.0,0.0000
1743592740.7614658,NR5G-SA,CONNECT,TDD,CFE005085,-87,-4,16,20,0,0,0,0,0,0,100,0,-65,NR N78,23,81771.0,9.75,9949,nan,0,954.0,0.0000
1743592741.852434,NR5G-SA,CONNECT,TDD,CFE005085,-86,-4,17,20,0,0,0,0,0,0,100,0,-65,NR N78,24,73392.0,8.75,8929,nan,0,1.15,0.0000
1743592742.9488442,NR5G-SA,CONNECT,TDD,CFE005085,-87,-4,15,20,0,0,0,0,0,0,100,0,-69,NR N78,24,83893.0,10.0,10207,nan,0,1.16,0.0000
1743592744.041239,NR5G-SA,CONNECT,TDD,CFE005085,-86,-4,17,20,0,0,0,0,0,0,100,0,-67,NR N78,23,83890.0,10.0,10207,nan,0,1.17,0.0000
1743592745.136235,NR5G-SA,CONNECT,TDD,CFE005085,-86,-5,17,20,0,0,0,0,0,0,100,0,-66,NR N78,23,83877.0,10.0,10205,nan,0,1.19,0.0000
1743592746.225014,NR5G-SA,CONNECT,TDD,CFE005085,-86,-4,18,20,0,0,0,0,0,0,100,0,-70,NR N78,24,83893.0,10.0,10207,nan,0,1.23,0.0000
1743592747.3159697,NR5G-SA,CONNECT,TDD,CFE005085,-85,-2,19,20,0,0,0,0,0,0,100,0,-71,NR N78,24,83875.0,10.0,10205,nan,0,1.29,0.0000
1743592748.388192,NR5G-SA,CONNECT,TDD,CFE005085,-85,-3,19,20,0,0,0,0,0,0,100,0,-68,NR N78,24,83896.0,10.0,10207,nan,0,1.36,0.0000
1743592749.4679856,NR5G-SA,CONNECT,TDD,CFE005085,-86,-3,18,20,0,0,0,0,0,0,100,0,-68,NR N78,24,83885.0,10.0,10206,nan,0,1.46,0.0000
1743592750.5519142,NR5G-SA,CONNECT,TDD,CFE005085,-86,-3,18,20,0,0,0,0,0,0,100,0,-69,NR N78,24,83888.0,10.0,10206,nan,0,1.59,0.0000
1743592751.6371458,NR5G-SA,CONNECT,TDD,CFE005085,-86,-2,19,20,0,0,0,0,0,0,100,0,-69,NR N78,23,83891.0,10.0,10207,nan,0,1.74,0.0000
1743592752.709669,NR5G-SA,CONNECT,TDD,CFE005085,-86,-3,18,20,0,0,0,0,0,0,100,0,-68,NR N78,23,73394.0,8.75,8930,nan,0,1.92,0.0000
1743592753.8001437,NR5G-SA,CONNECT,TDD,CFE005085,-86,-3,19,21,0,0,0,0,0,0,100,0,-71,NR N78,24,83882.0,10.0,10206,nan,0,2.14,0.0000
1743592754.8860395,NR5G-SA,CONNECT,TDD,CFE005085,-86,-3,19,21,0,0,0,0,0,0,100,0,-64,NR N78,24,83886.0,10.0,10206,nan,0,2.68,0.0000
1743592755.9814882,NR5G-SA,CONNECT,TDD,CFE005085,-86,-3,19,21,0,0,0,0,0,0,100,0,-69,NR N78,23,73400.0,8.75,8930,nan,0,3.01,0.0000
1743592757.0544784,NR5G-SA,CONNECT,TDD,CFE005085,-86,-3,18,21,0,0,0,0,0,0,100,0,-67,NR N78,23,73399.0,8.75,8929,nan,1,3.11,0.0000
1743592758.1457226,NR5G-SA,CONNECT,TDD,CFE005085,-86,-3,18,21,0,0,0,0,0,0,100,0,-68,NR N78,22,73405.0,8.75,8931,nan,0,3.11,0.0000
1743592759.2292244,NR5G-SA,CONNECT,TDD,CFE005085,-86,-3,18,21,0,0,0,0,0,0,100,0,-70,NR N78,22,83870.0,10.0,10204,nan,0,3.11,0.0000
1743592760.3031194,NR5G-SA,CONNECT,TDD,CFE005085,-86,-4,16,21,0,0,0,0,0,0,100,0,-67,NR N78,24,83888.0,10.0,10206,nan,0,3.11,0.0000
1743592761.3647778,NR5G-SA,CONNECT,TDD,CFE005085,-86,-4,13,21,0,0,0,0,0,0,100,0,-70,NR N78,24,83869.0,10.0,10204,nan,0,3.11,0.0000
1743592762.4566305,NR5G-SA,CONNECT,TDD,CFE005085,-87,-4,14,21,0,0,0,0,0,0,100,0,-70,NR N78,23,73400.0,8.75,8930,nan,0,3.11,0.0000
1743592763.5247188,NR5G-SA,CONNECT,TDD,CFE005085,-87,-3,16,21,0,0,0,0,0,0,100,0,-69,NR N78,23,83910.0,10.0,10209,nan,0,3.11,0.0000
1743592764.5962434,NR5G-SA,CONNECT,TDD,CFE005085,-87,-3,17,21,0,0,0,0,0,0,100,0,-70,NR N78,24,83883.0,10.0,10206,nan,0,3.11,0.0000
1743592765.6897051,NR5G-SA,CONNECT,TDD,CFE005085,-87,-3,18,21,0,0,0,0,0,0,100,0,-69,NR N78,24,83890.0,10.0,10207,nan,0,3.11,0.0000
